studentnummer;selectiejaar;opleiding;instellingscode;groep;geslacht;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;instroom_type
10589;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10590;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.0;direct
10591;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.0;direct
10592;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10593;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.7;tussenjaar
10594;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10595;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10596;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.3;direct
10597;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10598;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.9;direct
10599;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10600;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10601;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10602;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10603;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10604;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10605;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10606;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10607;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10608;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10609;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10610;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10611;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10612;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10613;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.7;direct
10614;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.2;direct
10615;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10616;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.8;direct
10617;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10618;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.2;direct
10619;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10620;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Suriname/Antillen;vwo profiel cultuur & maatschappij;6.7;direct
10621;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10622;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.0;tussenjaar
10623;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Marokko;vwo profiel natuur & gezondheid;6.5;tussenjaar
10624;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10625;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10626;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10627;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10628;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;hbo-propedeuse;6.0;switcher
10629;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10630;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.6;direct
10631;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10632;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10633;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.4;tussenjaar
10634;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.8;direct
10635;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;tussenjaar
10636;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10637;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10638;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10639;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Marokko;vwo profiel natuur & gezondheid;7.9;tussenjaar
10640;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10641;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10642;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10643;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10644;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10645;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10646;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.7;direct
10647;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Turkije;vwo profiel natuur & gezondheid;6.9;direct
10648;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10649;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.5;tussenjaar
10650;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10651;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;8.1;direct
10652;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.4;direct
10653;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10654;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10655;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10656;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;westerse achtergrond;vwo profiel natuur & gezondheid;6.9;direct
10657;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10658;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Turkije;vwo profiel natuur & techniek;7.7;direct
10659;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10660;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10661;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10662;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10663;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10664;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & gezondheid;7.9;tussenjaar
10665;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.8;direct
10666;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10667;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10668;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10669;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;hbo-propedeuse;7.0;switcher
10670;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10671;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10672;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10673;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.5;direct
10674;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10675;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & techniek;6.2;tussenjaar
10676;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10677;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10678;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10679;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10680;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.4;tussenjaar
10681;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10682;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10683;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10684;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;6.2;tussenjaar
10685;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10686;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10687;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Marokko;vwo profiel natuur & gezondheid;6.8;direct
10688;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10689;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;hbo-propedeuse;5.5;switcher
10690;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10691;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10692;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10693;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10694;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;direct
10695;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10696;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10697;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & techniek;6.3;direct
10698;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10699;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10700;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.2;tussenjaar
10701;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10702;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10703;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10704;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10705;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10706;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10707;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10708;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10709;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10710;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10711;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10712;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10713;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.2;direct
10714;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10715;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10716;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10717;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10718;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10719;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;overig niet-westers;vwo profiel natuur & gezondheid;8.2;tussenjaar
10720;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.4;tussenjaar
10721;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10722;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10723;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10724;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10725;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10726;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.0;direct
10727;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10728;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;anders;Nederland;vwo profiel natuur & techniek;8.1;direct
10729;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10730;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10731;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & gezondheid;5.8;direct
10732;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.2;tussenjaar
10733;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.6;tussenjaar
10734;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10735;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10736;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10737;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10738;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;6.7;tussenjaar
10739;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10740;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10741;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10742;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10743;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10744;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10745;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10746;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10747;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10748;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10749;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10750;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10751;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10752;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10753;2022;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;5.9;direct
10754;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10755;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10756;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10757;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10758;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10759;2022;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;anders;6.8;direct
10760;2022;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10761;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10762;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10763;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10764;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10765;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10766;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10767;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10768;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10769;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & gezondheid;6.6;tussenjaar
10770;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10771;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10772;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10773;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10774;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10775;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Marokko;vwo profiel natuur & gezondheid;7.3;direct
10776;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10777;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10778;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10779;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10780;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10781;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Suriname/Antillen;vwo profiel cultuur & maatschappij;6.7;direct
10782;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.0;direct
10783;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10784;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10785;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10786;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;overig niet-westers;vwo profiel economie & maatschappij;7.2;direct
10787;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;anders;6.4;tussenjaar
10788;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10789;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10790;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.4;direct
10791;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10792;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10793;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10794;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10795;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10796;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10797;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10798;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10799;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10800;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;hbo-propedeuse;6.1;switcher
10801;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.3;tussenjaar
10802;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10803;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10804;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10805;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.9;tussenjaar
10806;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10807;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10808;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10809;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10810;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10811;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10812;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Marokko;vwo profiel natuur & techniek;7.6;tussenjaar
10813;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10814;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.6;tussenjaar
10815;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10816;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10817;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10818;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10819;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;overig niet-westers;vwo profiel natuur & techniek;8.9;direct
10820;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;6.3;direct
10821;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;hbo-propedeuse;5.7;switcher
10822;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10823;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10824;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10825;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10826;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10827;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10828;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10829;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10830;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;vrouw;Turkije;vwo profiel natuur & techniek;7.9;direct
10831;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10832;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10833;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10834;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.3;direct
10835;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10836;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10837;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10838;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10839;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10840;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10841;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10842;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Marokko;vwo profiel cultuur & maatschappij;7.5;direct
10843;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10844;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.7;direct
10845;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10846;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10847;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10848;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10849;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;westerse achtergrond;vwo profiel natuur & gezondheid;6.8;direct
10850;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10851;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10852;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10853;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10854;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;overig niet-westers;vwo profiel natuur & gezondheid;6.8;direct
10855;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10856;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10857;2023;B Gezondheidswetenschappen;DEMO;Gestart, niet naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.3;direct
10858;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.2;tussenjaar
10859;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10860;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10861;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & gezondheid;6.9;direct
10862;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10863;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.9;direct
10864;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.2;tussenjaar
10865;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.0;tussenjaar
10866;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10867;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;8.1;direct
10868;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10869;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10870;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10871;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10872;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;7.1;switcher
10873;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10874;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10875;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10876;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.4;tussenjaar
10877;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10878;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10879;2023;B Gezondheidswetenschappen;DEMO;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.4;direct
10880;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10881;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10882;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10883;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10884;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
10885;2023;B Gezondheidswetenschappen;DEMO;Niet gestart;;;;;
