kandidaat_id;persoonsgebonden_nummer;selectiejaar;opleiding;instellingscode;motivatiescore;cv_score;interview_score;totaalscore;rangorde;selectie_uitkomst;groep;geslacht;herkomst;hoogste_vooropleiding;gem_eindcijfer_vo;instroom_type
10365;10365.0;2022;B Gezondheidswetenschappen;DEMO;6.65;6.35;6.63;6.58;45;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel natuur & techniek;8.0;direct
10366;;2022;B Gezondheidswetenschappen;DEMO;3.75;4.25;4.15;4.05;324;niet geselecteerd;Niet gestart;;;;;
10367;10367.0;2022;B Gezondheidswetenschappen;DEMO;6.75;6.6;6.28;6.48;55;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.2;direct
10368;;2022;B Gezondheidswetenschappen;DEMO;2.85;5.35;3.43;3.64;355;niet geselecteerd;Niet gestart;;;;;
10369;;2022;B Gezondheidswetenschappen;DEMO;5.8;5.35;5.27;5.44;163;niet geselecteerd;Niet gestart;;;;;
10370;10370.0;2022;B Gezondheidswetenschappen;DEMO;6.55;5.2;5.88;5.94;109;geselecteerd;Gestart, niet naar jaar 2;vrouw;Marokko;vwo profiel cultuur & maatschappij;7.5;direct
10371;;2022;B Gezondheidswetenschappen;DEMO;5.25;4.45;4.88;4.9;229;niet geselecteerd;Niet gestart;;;;;
10372;;2022;B Gezondheidswetenschappen;DEMO;5.6;5.95;5.05;5.4;166;niet geselecteerd;Niet gestart;;;;;
10373;10373.0;2022;B Gezondheidswetenschappen;DEMO;6.45;5.5;6.68;6.38;65;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;hbo-propedeuse;6.1;switcher
10374;;2022;B Gezondheidswetenschappen;DEMO;5.65;4.5;4.93;5.06;209;niet geselecteerd;Niet gestart;;;;;
10375;10375.0;2022;B Gezondheidswetenschappen;DEMO;5.45;7.3;5.8;6.0;101;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.0;direct
10376;;2022;B Gezondheidswetenschappen;DEMO;1.85;3.1;2.73;2.54;410;niet geselecteerd;Niet gestart;;;;;
10377;;2022;B Gezondheidswetenschappen;DEMO;5.3;6.0;5.87;5.72;133;niet geselecteerd;Niet gestart;;;;;
10378;10378.0;2022;B Gezondheidswetenschappen;DEMO;6.0;6.7;6.93;6.6;44;geselecteerd;Doorgestroomd naar jaar 2;vrouw;westerse achtergrond;hbo-propedeuse;7.2;switcher
10379;;2022;B Gezondheidswetenschappen;DEMO;3.8;4.55;4.43;4.26;304;niet geselecteerd;Niet gestart;;;;;
10380;;2022;B Gezondheidswetenschappen;DEMO;3.95;3.2;3.15;3.4;375;niet geselecteerd;Niet gestart;;;;;
10381;10381.0;2022;B Gezondheidswetenschappen;DEMO;7.85;6.15;8.3;7.74;3;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.0;direct
10382;;2022;B Gezondheidswetenschappen;DEMO;2.95;3.9;3.17;3.25;385;niet geselecteerd;Niet gestart;;;;;
10383;;2022;B Gezondheidswetenschappen;DEMO;2.5;3.6;2.68;2.81;405;niet geselecteerd;Niet gestart;;;;;
10384;;2022;B Gezondheidswetenschappen;DEMO;5.0;5.6;5.02;5.13;201;niet geselecteerd;Niet gestart;;;;;
10385;;2022;B Gezondheidswetenschappen;DEMO;5.1;4.65;5.42;5.17;198;niet geselecteerd;Niet gestart;;;;;
10386;10386.0;2022;B Gezondheidswetenschappen;DEMO;6.5;6.15;6.92;6.64;38;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;8.0;direct
10387;;2022;B Gezondheidswetenschappen;DEMO;4.75;4.95;4.75;4.79;246;niet geselecteerd;Niet gestart;;;;;
10388;;2022;B Gezondheidswetenschappen;DEMO;4.5;5.3;5.92;5.37;169;niet geselecteerd;Niet gestart;;;;;
10389;;2022;B Gezondheidswetenschappen;DEMO;6.35;5.05;5.15;5.49;156;niet geselecteerd;Niet gestart;;;;;
10390;10390.0;2022;B Gezondheidswetenschappen;DEMO;6.45;5.5;5.83;5.95;107;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.4;direct
10391;10391.0;2022;B Gezondheidswetenschappen;DEMO;6.05;6.65;5.53;5.91;111;reserve;Niet gestart;;;;;
10392;;2022;B Gezondheidswetenschappen;DEMO;5.25;5.5;5.23;5.29;185;niet geselecteerd;Niet gestart;;;;;
10393;;2022;B Gezondheidswetenschappen;DEMO;5.95;5.1;5.23;5.42;164;niet geselecteerd;Niet gestart;;;;;
10394;;2022;B Gezondheidswetenschappen;DEMO;5.05;5.4;5.77;5.48;158;niet geselecteerd;Niet gestart;;;;;
10395;;2022;B Gezondheidswetenschappen;DEMO;3.95;4.45;4.17;4.16;313;niet geselecteerd;Niet gestart;;;;;
10396;;2022;B Gezondheidswetenschappen;DEMO;5.35;5.85;4.8;5.18;195;niet geselecteerd;Niet gestart;;;;;
10397;10397.0;2022;B Gezondheidswetenschappen;DEMO;7.1;6.3;6.87;6.82;29;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;5.3;switcher
10398;;2022;B Gezondheidswetenschappen;DEMO;3.8;3.55;3.32;3.51;368;niet geselecteerd;Niet gestart;;;;;
10399;;2022;B Gezondheidswetenschappen;DEMO;3.05;4.2;3.28;3.39;376;niet geselecteerd;Niet gestart;;;;;
10400;;2022;B Gezondheidswetenschappen;DEMO;5.45;5.25;5.35;5.36;172;niet geselecteerd;Niet gestart;;;;;
10401;;2022;B Gezondheidswetenschappen;DEMO;5.15;3.85;4.67;4.65;268;niet geselecteerd;Niet gestart;;;;;
10402;10402.0;2022;B Gezondheidswetenschappen;DEMO;5.8;5.45;6.73;6.2;81;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;anders;6.9;direct
10403;;2022;B Gezondheidswetenschappen;DEMO;4.7;5.65;4.37;4.72;253;niet geselecteerd;Niet gestart;;;;;
10404;;2022;B Gezondheidswetenschappen;DEMO;5.5;3.85;4.83;4.83;239;niet geselecteerd;Niet gestart;;;;;
10405;;2022;B Gezondheidswetenschappen;DEMO;4.15;3.8;3.18;3.6;360;niet geselecteerd;Niet gestart;;;;;
10406;;2022;B Gezondheidswetenschappen;DEMO;2.5;3.15;2.7;2.73;406;niet geselecteerd;Niet gestart;;;;;
10407;;2022;B Gezondheidswetenschappen;DEMO;3.85;4.3;3.53;3.78;344;niet geselecteerd;Niet gestart;;;;;
10408;;2022;B Gezondheidswetenschappen;DEMO;5.05;5.3;5.47;5.31;181;niet geselecteerd;Niet gestart;;;;;
10409;10409.0;2022;B Gezondheidswetenschappen;DEMO;6.7;6.1;7.45;6.95;24;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Marokko;vwo profiel natuur & techniek;6.9;direct
10410;10410.0;2022;B Gezondheidswetenschappen;DEMO;5.8;6.6;7.05;6.58;46;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;7.1;direct
10411;;2022;B Gezondheidswetenschappen;DEMO;4.2;3.0;3.6;3.66;353;niet geselecteerd;Niet gestart;;;;;
10412;;2022;B Gezondheidswetenschappen;DEMO;5.05;5.2;4.23;4.67;264;niet geselecteerd;Niet gestart;;;;;
10413;;2022;B Gezondheidswetenschappen;DEMO;5.1;5.35;5.18;5.19;193;niet geselecteerd;Niet gestart;;;;;
10414;;2022;B Gezondheidswetenschappen;DEMO;4.5;5.15;4.9;4.83;240;niet geselecteerd;Niet gestart;;;;;
10415;10415.0;2022;B Gezondheidswetenschappen;DEMO;5.8;4.9;6.08;5.76;129;reserve;Gestart, niet naar jaar 2;vrouw;westerse achtergrond;vwo profiel cultuur & maatschappij;7.3;direct
10416;;2022;B Gezondheidswetenschappen;DEMO;5.2;4.85;5.6;5.33;177;niet geselecteerd;Niet gestart;;;;;
10417;;2022;B Gezondheidswetenschappen;DEMO;5.55;3.6;4.93;4.85;237;niet geselecteerd;Niet gestart;;;;;
10418;10418.0;2022;B Gezondheidswetenschappen;DEMO;7.1;6.1;6.52;6.61;41;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Turkije;hbo-propedeuse;6.0;switcher
10419;;2022;B Gezondheidswetenschappen;DEMO;3.2;4.15;4.0;3.79;343;niet geselecteerd;Niet gestart;;;;;
10420;;2022;B Gezondheidswetenschappen;DEMO;5.2;3.4;5.25;4.86;232;niet geselecteerd;Niet gestart;;;;;
10421;;2022;B Gezondheidswetenschappen;DEMO;2.0;2.8;2.38;2.35;413;niet geselecteerd;Niet gestart;;;;;
10422;10422.0;2022;B Gezondheidswetenschappen;DEMO;6.25;5.4;5.9;5.9;113;reserve;Niet gestart;;;;;
10423;;2022;B Gezondheidswetenschappen;DEMO;2.95;2.15;1.98;2.31;415;niet geselecteerd;Niet gestart;;;;;
10424;;2022;B Gezondheidswetenschappen;DEMO;3.95;5.95;6.03;5.39;168;niet geselecteerd;Niet gestart;;;;;
10425;;2022;B Gezondheidswetenschappen;DEMO;2.75;3.0;2.58;2.72;407;niet geselecteerd;Niet gestart;;;;;
10426;10426.0;2022;B Gezondheidswetenschappen;DEMO;6.15;5.1;6.52;6.12;92;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.5;direct
10427;;2022;B Gezondheidswetenschappen;DEMO;4.75;4.7;4.8;4.77;247;niet geselecteerd;Niet gestart;;;;;
10428;;2022;B Gezondheidswetenschappen;DEMO;4.25;3.75;3.75;3.9;333;niet geselecteerd;Niet gestart;;;;;
10429;;2022;B Gezondheidswetenschappen;DEMO;5.5;6.0;5.52;5.61;142;niet geselecteerd;Niet gestart;;;;;
10430;;2022;B Gezondheidswetenschappen;DEMO;3.5;4.1;4.18;3.96;329;niet geselecteerd;Niet gestart;;;;;
10431;;2022;B Gezondheidswetenschappen;DEMO;3.1;3.0;1.72;2.39;412;niet geselecteerd;Niet gestart;;;;;
10432;;2022;B Gezondheidswetenschappen;DEMO;4.85;5.3;5.17;5.1;205;niet geselecteerd;Niet gestart;;;;;
10433;10433.0;2022;B Gezondheidswetenschappen;DEMO;6.75;6.45;6.4;6.52;52;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;5.5;direct
10434;;2022;B Gezondheidswetenschappen;DEMO;5.25;5.05;4.68;4.92;227;niet geselecteerd;Niet gestart;;;;;
10435;10435.0;2022;B Gezondheidswetenschappen;DEMO;5.7;5.55;6.45;6.05;97;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Turkije;vwo profiel natuur & gezondheid;7.4;tussenjaar
10436;10436.0;2022;B Gezondheidswetenschappen;DEMO;5.75;7.6;5.77;6.13;90;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel cultuur & maatschappij;6.1;tussenjaar
10437;10437.0;2022;B Gezondheidswetenschappen;DEMO;6.75;6.85;6.57;6.68;34;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.6;direct
10438;;2022;B Gezondheidswetenschappen;DEMO;4.9;5.75;5.98;5.61;143;niet geselecteerd;Niet gestart;;;;;
10439;10439.0;2022;B Gezondheidswetenschappen;DEMO;5.05;5.65;6.42;5.86;118;reserve;Niet gestart;;;;;
10440;;2022;B Gezondheidswetenschappen;DEMO;4.25;2.85;3.83;3.76;348;niet geselecteerd;Niet gestart;;;;;
10441;;2022;B Gezondheidswetenschappen;DEMO;4.05;6.05;4.88;4.86;233;niet geselecteerd;Niet gestart;;;;;
10442;10442.0;2022;B Gezondheidswetenschappen;DEMO;6.15;5.8;5.63;5.82;122;reserve;Niet gestart;;;;;
10443;;2022;B Gezondheidswetenschappen;DEMO;4.9;4.15;4.02;4.31;300;niet geselecteerd;Niet gestart;;;;;
10444;;2022;B Gezondheidswetenschappen;DEMO;6.1;4.6;4.88;5.19;194;niet geselecteerd;Niet gestart;;;;;
10445;;2022;B Gezondheidswetenschappen;DEMO;3.6;4.9;3.52;3.82;339;niet geselecteerd;Niet gestart;;;;;
10446;;2022;B Gezondheidswetenschappen;DEMO;5.25;6.35;5.33;5.51;152;niet geselecteerd;Niet gestart;;;;;
10447;10447.0;2022;B Gezondheidswetenschappen;DEMO;5.85;5.3;6.67;6.15;88;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.7;tussenjaar
10448;;2022;B Gezondheidswetenschappen;DEMO;3.45;3.65;3.12;3.32;383;niet geselecteerd;Niet gestart;;;;;
10449;;2022;B Gezondheidswetenschappen;DEMO;3.45;4.85;3.48;3.74;350;niet geselecteerd;Niet gestart;;;;;
10450;10450.0;2022;B Gezondheidswetenschappen;DEMO;8.0;7.15;7.07;7.36;12;geselecteerd;Doorgestroomd naar jaar 2;anders;westerse achtergrond;vwo profiel natuur & gezondheid;5.6;tussenjaar
10451;;2022;B Gezondheidswetenschappen;DEMO;3.8;3.65;4.3;4.02;325;niet geselecteerd;Niet gestart;;;;;
10452;10452.0;2022;B Gezondheidswetenschappen;DEMO;7.1;5.0;6.6;6.43;62;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;6.6;tussenjaar
10453;10453.0;2022;B Gezondheidswetenschappen;DEMO;6.5;5.95;5.22;5.75;130;reserve;Doorgestroomd naar jaar 2;vrouw;Suriname/Antillen;vwo profiel natuur & gezondheid;7.1;tussenjaar
10454;10454.0;2022;B Gezondheidswetenschappen;DEMO;7.45;6.7;7.7;7.42;9;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.0;direct
10455;;2022;B Gezondheidswetenschappen;DEMO;4.75;5.3;4.27;4.62;273;niet geselecteerd;Niet gestart;;;;;
10456;;2022;B Gezondheidswetenschappen;DEMO;4.5;4.5;5.02;4.76;248;niet geselecteerd;Niet gestart;;;;;
10457;;2022;B Gezondheidswetenschappen;DEMO;2.9;4.6;3.38;3.48;372;niet geselecteerd;Niet gestart;;;;;
10458;;2022;B Gezondheidswetenschappen;DEMO;5.55;5.5;5.48;5.51;153;niet geselecteerd;Niet gestart;;;;;
10459;10459.0;2022;B Gezondheidswetenschappen;DEMO;6.1;7.65;6.2;6.46;57;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.1;direct
10460;;2022;B Gezondheidswetenschappen;DEMO;4.3;4.6;4.97;4.69;262;niet geselecteerd;Niet gestart;;;;;
10461;10461.0;2022;B Gezondheidswetenschappen;DEMO;6.35;6.05;6.55;6.39;64;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;7.0;tussenjaar
10462;10462.0;2022;B Gezondheidswetenschappen;DEMO;6.9;4.85;5.97;6.02;99;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel cultuur & maatschappij;7.4;direct
10463;10463.0;2022;B Gezondheidswetenschappen;DEMO;6.25;6.7;6.83;6.63;40;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.6;direct
10464;;2022;B Gezondheidswetenschappen;DEMO;2.4;2.2;2.38;2.35;414;niet geselecteerd;Niet gestart;;;;;
10465;;2022;B Gezondheidswetenschappen;DEMO;3.15;2.1;2.67;2.7;408;niet geselecteerd;Niet gestart;;;;;
10466;10466.0;2022;B Gezondheidswetenschappen;DEMO;6.2;6.3;6.4;6.32;70;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & techniek;7.6;tussenjaar
10467;;2022;B Gezondheidswetenschappen;DEMO;3.85;4.55;4.32;4.23;308;niet geselecteerd;Niet gestart;;;;;
10468;;2022;B Gezondheidswetenschappen;DEMO;5.55;4.75;5.9;5.56;147;niet geselecteerd;Niet gestart;;;;;
10469;;2022;B Gezondheidswetenschappen;DEMO;4.2;5.75;3.97;4.4;291;niet geselecteerd;Niet gestart;;;;;
10470;;2022;B Gezondheidswetenschappen;DEMO;4.65;4.3;5.08;4.8;244;niet geselecteerd;Niet gestart;;;;;
10471;10471.0;2022;B Gezondheidswetenschappen;DEMO;5.8;6.5;5.97;6.02;100;geselecteerd;Doorgestroomd naar jaar 2;man;westerse achtergrond;vwo profiel cultuur & maatschappij;7.3;direct
10472;10472.0;2022;B Gezondheidswetenschappen;DEMO;6.35;5.3;5.83;5.88;115;reserve;Niet gestart;;;;;
10473;;2022;B Gezondheidswetenschappen;DEMO;4.75;6.15;4.87;5.09;207;niet geselecteerd;Niet gestart;;;;;
10474;10474.0;2022;B Gezondheidswetenschappen;DEMO;7.05;5.7;6.08;6.3;73;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.1;tussenjaar
10475;;2022;B Gezondheidswetenschappen;DEMO;3.05;3.0;2.98;3.0;395;niet geselecteerd;Niet gestart;;;;;
10476;;2022;B Gezondheidswetenschappen;DEMO;2.35;3.4;2.87;2.82;404;niet geselecteerd;Niet gestart;;;;;
10477;;2022;B Gezondheidswetenschappen;DEMO;4.45;5.15;5.48;5.11;203;niet geselecteerd;Niet gestart;;;;;
10478;10478.0;2022;B Gezondheidswetenschappen;DEMO;7.25;5.8;6.6;6.64;39;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.8;direct
10479;;2022;B Gezondheidswetenschappen;DEMO;4.0;3.95;3.13;3.56;365;niet geselecteerd;Niet gestart;;;;;
10480;;2022;B Gezondheidswetenschappen;DEMO;4.5;4.55;5.13;4.82;241;niet geselecteerd;Niet gestart;;;;;
10481;10481.0;2022;B Gezondheidswetenschappen;DEMO;8.0;6.65;6.97;7.22;16;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;7.6;switcher
10482;10482.0;2022;B Gezondheidswetenschappen;DEMO;6.65;6.05;6.73;6.57;47;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.0;direct
10483;;2022;B Gezondheidswetenschappen;DEMO;5.3;4.95;6.23;5.7;135;niet geselecteerd;Niet gestart;;;;;
10484;10484.0;2022;B Gezondheidswetenschappen;DEMO;5.65;6.15;6.23;6.04;98;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & gezondheid;6.6;direct
10485;;2022;B Gezondheidswetenschappen;DEMO;3.05;5.15;3.27;3.58;362;niet geselecteerd;Niet gestart;;;;;
10486;;2022;B Gezondheidswetenschappen;DEMO;4.7;4.25;4.93;4.72;254;niet geselecteerd;Niet gestart;;;;;
10487;;2022;B Gezondheidswetenschappen;DEMO;4.3;4.55;5.68;5.04;213;niet geselecteerd;Niet gestart;;;;;
10488;;2022;B Gezondheidswetenschappen;DEMO;5.3;5.05;5.62;5.41;165;niet geselecteerd;Niet gestart;;;;;
10489;;2022;B Gezondheidswetenschappen;DEMO;4.55;4.65;3.67;4.13;315;niet geselecteerd;Niet gestart;;;;;
10490;;2022;B Gezondheidswetenschappen;DEMO;3.05;2.45;3.03;2.92;399;niet geselecteerd;Niet gestart;;;;;
10491;10491.0;2022;B Gezondheidswetenschappen;DEMO;6.95;5.4;5.67;6.0;102;geselecteerd;Gestart, niet naar jaar 2;vrouw;overig niet-westers;vwo profiel economie & maatschappij;5.9;direct
10492;10492.0;2022;B Gezondheidswetenschappen;DEMO;6.85;6.1;6.03;6.29;74;geselecteerd;Doorgestroomd naar jaar 2;man;Suriname/Antillen;vwo profiel cultuur & maatschappij;7.5;tussenjaar
10493;;2022;B Gezondheidswetenschappen;DEMO;4.55;6.0;5.18;5.16;199;niet geselecteerd;Niet gestart;;;;;
10494;10494.0;2022;B Gezondheidswetenschappen;DEMO;6.65;6.45;6.65;6.61;42;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;6.2;direct
10495;;2022;B Gezondheidswetenschappen;DEMO;3.4;2.3;3.33;3.14;389;niet geselecteerd;Niet gestart;;;;;
10496;10496.0;2022;B Gezondheidswetenschappen;DEMO;5.9;7.5;6.52;6.53;51;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;6.8;switcher
10497;10497.0;2022;B Gezondheidswetenschappen;DEMO;5.7;6.45;6.47;6.24;77;geselecteerd;Doorgestroomd naar jaar 2;anders;Nederland;vwo profiel cultuur & maatschappij;6.7;direct
10498;10498.0;2022;B Gezondheidswetenschappen;DEMO;7.15;6.7;8.1;7.54;7;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;6.3;tussenjaar
10499;;2022;B Gezondheidswetenschappen;DEMO;4.8;4.5;4.53;4.61;277;niet geselecteerd;Niet gestart;;;;;
10500;;2022;B Gezondheidswetenschappen;DEMO;5.45;5.55;5.25;5.37;170;niet geselecteerd;Niet gestart;;;;;
10501;;2022;B Gezondheidswetenschappen;DEMO;4.45;6.7;5.62;5.48;159;niet geselecteerd;Niet gestart;;;;;
10502;;2022;B Gezondheidswetenschappen;DEMO;3.6;4.2;3.35;3.6;361;niet geselecteerd;Niet gestart;;;;;
10503;;2022;B Gezondheidswetenschappen;DEMO;3.45;4.45;3.48;3.66;354;niet geselecteerd;Niet gestart;;;;;
10504;;2022;B Gezondheidswetenschappen;DEMO;4.95;4.95;5.05;5.0;217;niet geselecteerd;Niet gestart;;;;;
10505;10505.0;2022;B Gezondheidswetenschappen;DEMO;5.95;6.45;6.73;6.44;60;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel economie & maatschappij;7.1;direct
10506;;2022;B Gezondheidswetenschappen;DEMO;3.05;2.9;2.7;2.84;403;niet geselecteerd;Niet gestart;;;;;
10507;;2022;B Gezondheidswetenschappen;DEMO;3.4;3.45;3.6;3.51;369;niet geselecteerd;Niet gestart;;;;;
10508;;2022;B Gezondheidswetenschappen;DEMO;4.7;5.3;4.73;4.84;238;niet geselecteerd;Niet gestart;;;;;
10509;;2022;B Gezondheidswetenschappen;DEMO;1.7;3.0;2.33;2.28;416;niet geselecteerd;Niet gestart;;;;;
10510;;2022;B Gezondheidswetenschappen;DEMO;5.9;4.3;3.62;4.44;286;niet geselecteerd;Niet gestart;;;;;
10511;;2022;B Gezondheidswetenschappen;DEMO;5.35;4.4;4.45;4.71;258;niet geselecteerd;Niet gestart;;;;;
10512;;2022;B Gezondheidswetenschappen;DEMO;5.05;4.95;5.38;5.2;192;niet geselecteerd;Niet gestart;;;;;
10513;;2022;B Gezondheidswetenschappen;DEMO;5.55;4.9;5.22;5.26;189;niet geselecteerd;Niet gestart;;;;;
10514;;2022;B Gezondheidswetenschappen;DEMO;5.25;4.75;5.3;5.18;196;niet geselecteerd;Niet gestart;;;;;
10515;10515.0;2022;B Gezondheidswetenschappen;DEMO;7.1;6.5;6.7;6.78;32;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.9;direct
10516;;2022;B Gezondheidswetenschappen;DEMO;4.65;4.25;4.18;4.34;297;niet geselecteerd;Niet gestart;;;;;
10517;;2022;B Gezondheidswetenschappen;DEMO;5.85;5.4;4.83;5.25;190;niet geselecteerd;Niet gestart;;;;;
10518;10518.0;2022;B Gezondheidswetenschappen;DEMO;6.55;5.75;6.22;6.22;78;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;hbo-propedeuse;5.3;switcher
10519;;2022;B Gezondheidswetenschappen;DEMO;6.25;5.0;5.32;5.54;148;niet geselecteerd;Niet gestart;;;;;
10520;;2022;B Gezondheidswetenschappen;DEMO;4.05;4.7;4.15;4.23;309;niet geselecteerd;Niet gestart;;;;;
10521;;2022;B Gezondheidswetenschappen;DEMO;5.85;5.35;5.07;5.36;173;niet geselecteerd;Niet gestart;;;;;
10522;10522.0;2022;B Gezondheidswetenschappen;DEMO;6.7;5.9;6.0;6.19;82;geselecteerd;Gestart, niet naar jaar 2;vrouw;overig niet-westers;hbo-propedeuse;7.4;switcher
10523;10523.0;2022;B Gezondheidswetenschappen;DEMO;6.3;6.75;5.88;6.18;85;geselecteerd;Doorgestroomd naar jaar 2;man;Nederland;vwo profiel natuur & techniek;7.2;direct
10524;10524.0;2022;B Gezondheidswetenschappen;DEMO;6.4;5.1;6.05;5.96;106;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.1;tussenjaar
10525;;2022;B Gezondheidswetenschappen;DEMO;3.7;3.3;4.37;3.96;330;niet geselecteerd;Niet gestart;;;;;
10526;;2022;B Gezondheidswetenschappen;DEMO;5.6;5.9;5.32;5.52;151;niet geselecteerd;Niet gestart;;;;;
10527;;2022;B Gezondheidswetenschappen;DEMO;5.05;4.2;5.18;4.94;223;niet geselecteerd;Niet gestart;;;;;
10528;10528.0;2022;B Gezondheidswetenschappen;DEMO;6.2;6.05;7.18;6.66;37;geselecteerd;Gestart, niet naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;8.0;tussenjaar
10529;;2022;B Gezondheidswetenschappen;DEMO;5.4;4.7;4.98;5.05;212;niet geselecteerd;Niet gestart;;;;;
10530;;2022;B Gezondheidswetenschappen;DEMO;5.35;5.1;4.7;4.97;222;niet geselecteerd;Niet gestart;;;;;
10531;;2022;B Gezondheidswetenschappen;DEMO;2.9;3.95;2.63;2.98;397;niet geselecteerd;Niet gestart;;;;;
10532;;2022;B Gezondheidswetenschappen;DEMO;5.0;5.15;4.8;4.93;224;niet geselecteerd;Niet gestart;;;;;
10533;;2022;B Gezondheidswetenschappen;DEMO;5.95;5.05;5.43;5.51;154;niet geselecteerd;Niet gestart;;;;;
10534;;2022;B Gezondheidswetenschappen;DEMO;4.8;4.3;4.87;4.74;250;niet geselecteerd;Niet gestart;;;;;
10535;;2022;B Gezondheidswetenschappen;DEMO;2.5;3.2;3.88;3.33;381;niet geselecteerd;Niet gestart;;;;;
10536;;2022;B Gezondheidswetenschappen;DEMO;5.6;5.45;5.07;5.3;182;niet geselecteerd;Niet gestart;;;;;
10537;;2022;B Gezondheidswetenschappen;DEMO;3.35;3.85;4.02;3.78;345;niet geselecteerd;Niet gestart;;;;;
10538;10538.0;2022;B Gezondheidswetenschappen;DEMO;6.55;6.45;6.85;6.68;35;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel cultuur & maatschappij;6.5;direct
10539;;2022;B Gezondheidswetenschappen;DEMO;4.25;3.9;3.43;3.77;347;niet geselecteerd;Niet gestart;;;;;
10540;;2022;B Gezondheidswetenschappen;DEMO;4.95;4.35;5.02;4.86;234;niet geselecteerd;Niet gestart;;;;;
10541;10541.0;2022;B Gezondheidswetenschappen;DEMO;6.4;5.65;6.02;6.06;94;geselecteerd;Doorgestroomd naar jaar 2;vrouw;Nederland;vwo profiel natuur & gezondheid;7.1;tussenjaar
10542;;2022;B Gezondheidswetenschappen;DEMO;4.9;4.8;4.67;4.76;249;niet geselecteerd;Niet gestart;;;;;
10543;;2022;B Gezondheidswetenschappen;DEMO;4.45;4.6;3.63;4.07;321;niet geselecteerd;Niet gestart;;;;;
10544;;2022;B Gezondheidswetenschappen;DEMO;5.4;4.45;4.38;4.7;259;niet geselecteerd;Niet gestart;;;;;
10545;;2022;B Gezondheidswetenschappen;DEMO;4.85;5.8;4.83;5.03;214;niet geselecteerd;Niet gestart;;;;;
10546;;2022;B Gezondheidswetenschappen;DEMO;5.2;4.95;4.72;4.91;228;niet geselecteerd;Niet gestart;;;;;
10547;;2022;B Gezondheidswetenschappen;DEMO;4.3;5.75;4.83;4.86;235;niet geselecteerd;Niet gestart;;;;;
