persoonsgebonden_nummer;inschrijvingsjaar;instellingscode;actuele_instelling;opleidingscode;opleidingsvorm;opleidingsfase;maand_vanaf;code_beeindiging;eerste_jaar_aan_deze_instelling;eerste_jaar_in_het_hoger_onderwijs;eerste_jaar_aan_deze_opleiding_instelling;verblijfsjaar_hoger_onderwijs;geslacht;leeftijd_per_peildatum_1_oktober;hoogste_vooropleiding;diplomajaar_van_de_hoogste_vooropl_voor_het_ho;herkomst_indikking_volgens_cbs_definitie;gem_eindcijfer_vo_van_de_hoogste_vooropl_voor_het_ho;indicatie_actief_op_peildatum;soort_inschrijving_continu_type_ho_binnen_ho;indicatie_eerstejaars_continu_type_ho_binnen_ho;datum_inschrijving;datum_uitschrijving
10972;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;404;2022;1;7.2;1;2;2;20240901;0
10981;2023;DEMO;DEMO;99001;1;B;9;0;2023;2021;2023;1;V;19;502;2021;1;6.9;1;1;1;20230901;0
10981;2024;DEMO;DEMO;99001;1;B;9;0;2023;2020;2023;2;V;20;502;2021;1;6.9;1;2;2;20240901;0
10983;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;22;405;2021;1;6.9;1;1;1;20230901;0
10983;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;23;405;2021;1;6.9;1;2;2;20240901;0
10991;2023;DEMO;DEMO;99001;1;B;9;0;2023;2021;2023;1;M;18;502;2023;1;6.8;1;1;1;20230901;0
10991;2024;DEMO;DEMO;99001;1;B;9;0;2023;2020;2023;2;M;19;502;2021;1;6.8;1;2;2;20240901;0
10997;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2023;1;7.3;1;1;1;20230901;0
10997;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;404;2023;1;7.3;1;2;2;20240901;0
11006;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;19;405;2023;1;6.8;1;1;1;20230901;0
11006;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;20;405;2022;1;6.8;1;2;2;20240901;0
11012;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;405;2022;1;7.0;1;1;1;20230901;0
11012;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;405;2021;1;7.0;1;2;2;20240901;0
11013;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;22;405;2021;1;8.0;1;1;1;20230901;20230831
11017;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;411;2021;1;7.0;1;1;1;20230901;0
11017;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;18;411;2021;1;7.0;1;2;2;20240901;0
11019;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2021;1;6.4;1;1;1;20230901;20230831
11020;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2023;1;7.7;1;1;1;20230901;20230831
11021;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;405;2023;2;7.4;1;1;1;20230901;0
11021;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;19;405;2023;2;7.4;1;2;2;20240901;0
11031;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;403;2022;1;6.2;1;1;1;20230901;0
11031;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;19;403;2022;1;6.2;1;2;2;20240901;0
11043;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;405;2023;3;7.6;1;1;1;20230901;0
11043;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;405;2021;3;7.6;1;2;2;20240901;0
11045;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;19;403;2021;1;6.9;1;1;1;20230901;0
11045;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;20;403;2022;1;6.9;1;2;2;20240901;0
11059;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;22;405;2023;1;7.4;1;1;1;20230901;0
11059;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;23;405;2021;1;7.4;1;2;2;20240901;0
11064;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;411;2022;1;7.2;1;1;1;20230901;20230831
11068;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;405;2021;1;7.1;1;1;1;20230901;20230831
11069;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;403;2022;1;6.8;1;1;1;20230901;0
11069;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;19;403;2023;1;6.8;1;2;2;20240901;0
11070;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;403;2021;1;7.3;1;1;1;20230901;0
11070;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;403;2021;1;7.3;1;2;2;20240901;0
11073;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;411;2021;1;6.6;1;1;1;20230901;0
11073;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;411;2021;1;6.6;1;2;2;20240901;0
11074;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;17;403;2022;1;7.3;1;1;1;20230901;0
11074;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;18;403;2021;1;7.3;1;2;2;20240901;0
11075;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;405;2022;7;6.7;1;1;1;20230901;0
11075;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;405;2021;7;6.7;1;2;2;20240901;0
11078;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;403;2021;2;6.3;1;1;1;20230901;0
11078;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;403;2023;2;6.3;1;2;2;20240901;0
11082;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;17;403;2021;1;6.8;1;1;1;20230901;0
11082;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;18;403;2021;1;6.8;1;2;2;20240901;0
11086;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;404;2023;1;8.2;1;1;1;20230901;20230831
11088;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2021;4;7.1;1;1;1;20230901;0
11088;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;405;2022;4;7.1;1;2;2;20240901;0
11090;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;405;2022;1;7.2;1;1;1;20230901;0
11090;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;405;2023;1;7.2;1;2;2;20240901;0
11092;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;403;2022;1;8.0;1;1;1;20230901;20230831
11105;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;411;2022;1;7.4;1;1;1;20230901;20230831
11106;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2022;1;5.8;1;1;1;20230901;0
11106;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;405;2023;1;5.8;1;2;2;20240901;0
11113;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;404;2021;5;7.5;1;1;1;20230901;0
11113;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;404;2023;5;7.5;1;2;2;20240901;0
11115;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;403;2022;2;7.6;1;1;1;20230901;0
11115;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;403;2021;2;7.6;1;2;2;20240901;0
11117;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2022;1;7.1;1;1;1;20230901;0
11117;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;404;2023;1;7.1;1;2;2;20240901;0
11121;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;404;2022;2;6.9;1;1;1;20230901;0
11121;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;21;404;2022;2;6.9;1;2;2;20240901;0
11125;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;404;2021;1;8.1;1;1;1;20230901;20230831
11126;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;19;405;2023;1;7.3;1;1;1;20230901;20230831
11130;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2022;7;7.3;1;1;1;20230901;0
11130;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;405;2023;7;7.3;1;2;2;20240901;0
11133;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;402;2022;2;5.6;1;1;1;20230901;0
11133;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;402;2021;2;5.6;1;2;2;20240901;0
11136;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;18;405;2022;5;7.0;1;1;1;20230901;20230831
11141;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;411;2023;2;6.9;1;1;1;20230901;0
11141;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;411;2021;2;6.9;1;2;2;20240901;0
11148;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;19;402;2021;1;6.7;1;1;1;20230901;0
11148;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;20;402;2022;1;6.7;1;2;2;20240901;0
11150;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2021;1;8.0;1;1;1;20230901;0
11150;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;405;2021;1;8.0;1;2;2;20240901;0
11153;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;403;2022;1;6.2;1;1;1;20230901;0
11153;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;403;2023;1;6.2;1;2;2;20240901;0
11157;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;20;405;2021;7;7.4;1;1;1;20230901;20230831
11161;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;405;2021;7;7.4;1;1;1;20230901;0
11161;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;19;405;2021;7;7.4;1;2;2;20240901;0
11176;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;405;2022;3;8.7;1;1;1;20230901;0
11176;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;405;2021;3;8.7;1;2;2;20240901;0
11177;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;403;2023;1;7.5;1;1;1;20230901;0
11177;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;403;2023;1;7.5;1;2;2;20240901;0
11180;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;21;404;2022;1;7.5;1;1;1;20230901;0
11180;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;22;404;2021;1;7.5;1;2;2;20240901;0
11182;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;403;2021;1;6.8;1;1;1;20230901;0
11182;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;21;403;2021;1;6.8;1;2;2;20240901;0
11183;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;19;405;2022;1;8.7;1;1;1;20230901;0
11183;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;20;405;2022;1;8.7;1;2;2;20240901;0
11184;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;18;405;2022;1;6.5;1;1;1;20230901;20230831
11187;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;O;20;405;2022;1;7.8;1;1;1;20230901;0
11187;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;O;21;405;2021;1;7.8;1;2;2;20240901;0
11193;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;20;405;2023;3;8.2;1;1;1;20230901;20230831
11198;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;V;22;403;2022;1;6.8;1;1;1;20230901;0
11198;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;V;23;403;2022;1;6.8;1;2;2;20240901;0
11199;2023;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;1;M;21;405;2023;1;7.2;1;1;1;20230901;0
11199;2024;DEMO;DEMO;99001;1;B;9;0;2023;2023;2023;2;M;22;405;2021;1;7.2;1;2;2;20240901;0
